0	4	5	1080.0	1920.0	0.0	487.0	166.0	1357.0	951.0	JPGImages/Alfa_Romeo_0.jpg
1	4	5	1418.0	1392.0	0.0	24.0	25.0	1340.0	1325.0	JPGImages/Alfa_Romeo_1.jpg
2	4	5	965.0	845.0	0.0	103.0	435.0	436.0	729.0	JPGImages/Alfa_Romeo_2.jpg
3	4	5	960.0	960.0	0.0	517.0	425.0	618.0	534.0	JPGImages/Alfa_Romeo_3.jpg
4	4	5	1360.0	2038.0	0.0	676.0	391.0	1356.0	1035.0	JPGImages/Alfa_Romeo_4.jpg
5	4	5	890.0	1000.0	0.0	239.0	28.0	905.0	812.0	JPGImages/Alfa_Romeo_5.jpg
6	4	5	815.0	988.0	0.0	202.0	198.0	787.0	603.0	JPGImages/Alfa_Romeo_6.jpg
7	4	5	1124.0	736.0	0.0	15.0	112.0	709.0	994.0	JPGImages/Alfa_Romeo_7.jpg
8	4	5	1104.0	736.0	0.0	196.0	109.0	574.0	490.0	JPGImages/Alfa_Romeo_8.jpg
9	4	5	1000.0	1000.0	0.0	45.0	505.0	324.0	712.0	JPGImages/Alfa_Romeo_9.jpg
10	4	5	1077.0	2000.0	0.0	626.0	374.0	1414.0	974.0	JPGImages/Alfa_Romeo_10.jpg
11	4	5	821.0	1095.0	0.0	224.0	135.0	883.0	693.0	JPGImages/Alfa_Romeo_11.jpg
12	4	5	1491.0	1500.0	0.0	71.0	56.0	1416.0	1420.0	JPGImages/Alfa_Romeo_12.jpg
13	4	5	1000.0	1000.0	0.0	242.0	10.0	789.0	476.0	JPGImages/Alfa_Romeo_13.jpg
14	4	5	2362.0	3543.0	0.0	1408.0	1526.0	2340.0	2212.0	JPGImages/Alfa_Romeo_14.jpg
15	4	5	2160.0	3840.0	0.0	2269.0	425.0	3422.0	1714.0	JPGImages/Alfa_Romeo_15.jpg
16	4	5	1067.0	1600.0	0.0	596.0	247.0	1126.0	923.0	JPGImages/Alfa_Romeo_16.jpg
17	4	5	956.0	1300.0	0.0	453.0	115.0	911.0	584.0	JPGImages/Alfa_Romeo_17.jpg
18	4	5	1400.0	2560.0	0.0	738.0	217.0	1781.0	1169.0	JPGImages/Alfa_Romeo_18.jpg
19	4	5	851.0	1000.0	0.0	229.0	151.0	743.0	675.0	JPGImages/Alfa_Romeo_19.jpg
